80	student_7339921
82	student_8924703
51	student_4555743
79	student_2057948
38	student_11098189
76	student_11028948
21	student_8613134
84	student_11607253
45	student_11884830
17	student_1137674
74	student_2485547
82	student_6145190
38	student_2843899
75	student_9192886
67	student_12085992
46	student_6502866
49	student_119047
36	student_631528
53	student_12262063
89	student_14562071
69	student_15822653
56	student_10689066
14	student_5839904
1	student_13986517
70	student_15136816
34	student_10473858
59	student_9693604
51	student_9133091
92	student_6552051
35	student_1675017
37	student_1942563
70	student_7149174
51	student_6730273
70	student_5968686
67	student_13187290
38	student_7246326
98	student_846077
97	student_12650131
56	student_4054864
14	student_5288551
69	student_13334466
44	student_8308106
0	student_13768047
15	student_7523001
12	student_10612733
67	student_4992821
82	student_15313848
53	student_2994997
73	student_6191647
42	student_7278144
33	student_12460950
68	student_2160717
14	student_9685271
22	student_10908997
60	student_663004
84	student_4111367
7	student_7996708
45	student_2360515
65	student_2404178
19	student_9555981
23	student_2674610
29	student_15733954
94	student_8562
44	student_13720156
59	student_5334626
45	student_14359567
80	student_9383225
57	student_13002383
31	student_3386165
9	student_10897176
95	student_6085152
29	student_4052432
19	student_11081674
61	student_8116331
82	student_6863666
84	student_7227235
34	student_4792778
75	student_5123288
72	student_378944
0	student_1453014
33	student_13288046
77	student_15895849
25	student_2903351
49	student_5789904
63	student_15316767
45	student_4719491
16	student_7967131
67	student_7230333
84	student_14119235
54	student_9957987
70	student_8187413
47	student_15996828
4	student_4991777
33	student_10391359
12	student_839215
24	student_2881838
94	student_7181282
95	student_12977855
13	student_4210727
39	student_6180548
39	student_8799423
86	student_4575390
91	student_10455273
62	student_15335019
58	student_2421059
62	student_2084138
28	student_15846943
87	student_1349438
65	student_11571374
21	student_4941405
41	student_13656172
16	student_12393872
2	student_9197185
72	student_669342
23	student_5624766
72	student_1516477
87	student_2574368
57	student_7330593
63	student_8465353
9	student_9381269
52	student_9254297
35	student_5457887
52	student_3677848
33	student_3499116
4	student_739212
33	student_15237946
23	student_7243589
51	student_1325512
67	student_93227
6	student_3267385
87	student_226001
82	student_7713455
79	student_5819753
58	student_14143075
3	student_13081879
16	student_2080149
61	student_12827192
21	student_7329346
34	student_554979
70	student_2078952
88	student_11476211
22	student_13974910
62	student_3023400
9	student_15422528
46	student_14292196
19	student_11581340
73	student_966998
26	student_10041903
75	student_15011046
24	student_2944091
12	student_6403794
90	student_12254376
43	student_6649138
31	student_2349234
29	student_6918023
76	student_7140887
34	student_1902143
42	student_8475504
36	student_12754850
8	student_14499077
98	student_11919051
4	student_14405497
71	student_10153059
5	student_12499054
62	student_11832063
46	student_8583585
40	student_13264406
16	student_12764842
75	student_6051511
98	student_4978735
32	student_8603689
96	student_694524
56	student_8076519
42	student_14081528
6	student_1241440
86	student_2776514
87	student_4816418
19	student_701214
85	student_7322156
77	student_9531201
43	student_3384381
68	student_2829677
87	student_203554
83	student_148757
37	student_3173657
95	student_15634009
15	student_13351311
71	student_1237562
43	student_12596870
19	student_15415454
22	student_14247984
80	student_14606786
88	student_11213131
28	student_10274684
87	student_5450248
16	student_12284956
22	student_8747339
9	student_831893
65	student_10606930
42	student_8335109
5	student_5778634
35	student_6848878
54	student_4728990
84	student_5895702
65	student_11998422
72	student_1465736
49	student_214016
92	student_13410801
80	student_780488
18	student_14436897
16	student_8860779
82	student_8764433
38	student_5589746
22	student_8502931
81	student_12387109
16	student_14452022
10	student_12526683
73	student_2668623
4	student_14654300
60	student_5784690
31	student_12830126
10	student_12029310
38	student_5664733
95	student_13892827
47	student_13721402
78	student_3977533
32	student_251628
19	student_6520789
3	student_13333019
21	student_7555964
46	student_14157367
33	student_8310275
68	student_10976382
98	student_3431034
36	student_933101
4	student_15986898
23	student_6767370
33	student_5778408
92	student_10385908
14	student_15364778
45	student_1630562
54	student_6393760
70	student_8345664
82	student_2738106
73	student_10374096
46	student_1485320
9	student_10851143
48	student_14548327
79	student_7905284
99	student_2758672
18	student_11699609
46	student_6529626
53	student_15345410
33	student_1874637
31	student_13038484
44	student_3139883
77	student_9054755
11	student_12218553
42	student_9581628
9	student_6404021
27	student_1936698
76	student_74384
12	student_11832881
97	student_1928447
13	student_10805215
86	student_209360
33	student_14602947
35	student_5884876
13	student_7382993
90	student_9335509
94	student_7151913
13	student_2669513
74	student_3043964
3	student_7811223
71	student_14249942
3	student_203609
48	student_12375971
52	student_1649674
39	student_2071028
80	student_7667718
6	student_6075168
24	student_13248793
46	student_4554482
93	student_13897614
50	student_4650959
97	student_14974791
66	student_4946497
59	student_1902479
44	student_13815185
26	student_5745643
9	student_9395492
28	student_3279321
24	student_9926772
23	student_11759630
6	student_13997229
95	student_3878743
58	student_11672313
0	student_12570603
55	student_15048139
81	student_6560673
44	student_4721014
8	student_15288843
44	student_5371273
64	student_406313
87	student_5495970
51	student_671747
35	student_4830042
27	student_13008392
94	student_11076919
99	student_3245779
32	student_3135384
7	student_2065773
45	student_3100346
9	student_365797
64	student_348180
1	student_3030442
94	student_9651039
58	student_6008744
58	student_13941967
89	student_3118819
54	student_14458641
59	student_9207503
13	student_9474767
83	student_6747739
31	student_748438
38	student_12701490
93	student_9324309
59	student_10041956
45	student_7975895
86	student_12661575
92	student_2782130
98	student_6657772
39	student_4085829
58	student_14497605
85	student_6311169
36	student_12305575
53	student_339551
40	student_1674975
26	student_9346296
0	student_472293
76	student_12562777
21	student_4544161
0	student_32415
2	student_6438905
67	student_12506592
61	student_2687729
8	student_11338667
45	student_8679498
76	student_7936
99	student_9683627
99	student_12380716
34	student_293890
35	student_12996143
47	student_6488930
54	student_3632234
90	student_11645785
75	student_4278379
49	student_1248568
64	student_2428118
36	student_9432453
17	student_15830662
22	student_11485281
82	student_15935524
93	student_4224584
11	student_14237323
63	student_6770241
10	student_7277438
20	student_7209503
27	student_8819777
61	student_1145895
24	student_4944091
4	student_14148362
98	student_6549204
24	student_7029166
57	student_7995254
1	student_2342917
68	student_14326172
72	student_9751736
45	student_15880802
99	student_3145994
65	student_1009150
54	student_13221134
14	student_11096899
97	student_14093769
1	student_3464310
65	student_9396639
23	student_771872
77	student_6217966
13	student_409279
27	student_6162779
96	student_2099036
58	student_7501332
67	student_8032530
91	student_11650484
43	student_10699980
16	student_10041427
40	student_502931
54	student_13323450
94	student_15157994
1	student_10911596
1	student_10986706
11	student_1579224
52	student_3715375
33	student_13873557
63	student_413301
65	student_8726583
22	student_11000967
54	student_10076142
0	student_4387067
54	student_771510
85	student_2881254
18	student_5591943
45	student_9845155
17	student_6026636
6	student_14669568
90	student_4609299
85	student_15750516
21	student_2019203
6	student_5643806
16	student_3740982
61	student_1736798
13	student_13521113
7	student_11953683
86	student_11706222
29	student_3102599
34	student_9039805
32	student_11100502
82	student_4930985
30	student_8880297
56	student_5160555
69	student_5104434
26	student_5245547
51	student_4059294
48	student_11248622
80	student_584225
81	student_981921
64	student_10424070
79	student_12244088
36	student_1263167
12	student_4467728
96	student_5319944
36	student_6108008
7	student_10383842
66	student_7045468
23	student_14261565
29	student_12152032
63	student_4825679
43	student_4965565
64	student_12252851
43	student_8823049
65	student_8715919
7	student_2694221
14	student_13607189
63	student_11459309
24	student_8593000
36	student_11024110
36	student_5505008
62	student_14680311
69	student_6216559
83	student_14859492
8	student_15643417
41	student_9117970
44	student_6224451
64	student_1328887
21	student_9785907
62	student_5968483
94	student_14725597
10	student_14160459
1	student_9848149
83	student_8233645
93	student_3558154
33	student_4130502
58	student_5293265
41	student_4718921
2	student_12543491
39	student_12064293
32	student_6040087
5	student_9228743
82	student_10630172
73	student_1502627
73	student_2214848
52	student_7840813
42	student_962464
43	student_11414607
29	student_1267375
89	student_48338
80	student_9788357
27	student_11665394
93	student_5362267
23	student_12885470
2	student_11698883
39	student_2988705
15	student_7037488
52	student_3896425
78	student_281607
23	student_2892525
47	student_11641371
45	student_8757046
15	student_840846
58	student_15369389
37	student_3934253
94	student_2730258
49	student_4832085
5	student_168045
96	student_12146016
81	student_2943190
20	student_5246964
93	student_3191678
91	student_12599165
43	student_13808894
83	student_9263443
66	student_6014625
39	student_11607591
91	student_2308332
99	student_1900156
86	student_14461272
90	student_9859321
99	student_4947397
45	student_14045079
56	student_11116499
3	student_12958930
45	student_5665007
15	student_8800509
74	student_5453181
34	student_8477241
10	student_80429
84	student_15536748
90	student_1183273
53	student_1020644
15	student_8880992
72	student_31840
71	student_11183077
93	student_13772891
98	student_12298211
54	student_4256138
41	student_15248225
73	student_14470594
1	student_13264266
23	student_2056802
20	student_13684995
58	student_8710844
21	student_5176639
41	student_12422368
14	student_3331218
96	student_5006707
84	student_7714113
89	student_15123024
57	student_6301061
68	student_1451453
56	student_3287811
63	student_10710347
54	student_13030896
50	student_12226401
85	student_14955173
48	student_11572681
44	student_5506579
14	student_5768576
80	student_469530
85	student_12047708
49	student_15697543
8	student_6818071
58	student_8605151
87	student_12401024
63	student_7933709
61	student_11805865
67	student_86364
7	student_6111767
21	student_2778109
61	student_289538
55	student_7826657
68	student_8932856
12	student_6258768
99	student_4919071
68	student_13502279
80	student_7570351
53	student_13669971
56	student_6631218
3	student_15748393
44	student_10372167
56	student_11220209
44	student_13947081
77	student_13333446
41	student_2622027
14	student_11030435
